id,key,summary
440906,UNBO-718,Unilever South Africa- technical issues
440867,UNBO-717,Table Row span option
440762,UNBO-716,All items are announced the same in secondary level of navigation
440761,UNBO-715,Submenus announce number of items wrong
440760,UNBO-714,Navigation submenus not announcing menu expand/ collapse
440755,UNBO-713,Review .skip() tests that were waiting for filter clear functionality
440711,UNBO-712,leadership swimlane alignment- CTA
440709,UNBO-711,Screenreader does not announce position of user on the swimlane (i.e promo 2 of 10)
440619,UNBO-710,Enable brand URL to change to the new business groups on the platform side
440618,UNBO-709,Add brand redirects on platform side
440611,UNBO-708,update QA domain list
440610,UNBO-707,Review the usage of every cy.wait()
440603,UNBO-706,Playbook Site failing to build
440591,UNBO-705,Create script to export migrated sites list
440582,UNBO-704,Brand division list icons (removal)
440572,UNBO-753,Implement URL breadcrumb on search results - DUPLICATE
440570,UNBO-752,Implement URL breadcrumb on search results
440568,UNBO-702,Belgium Brands site link section heading appear when there is no content present
440564,UNBO-701,Navigating with keyboard skips last few cards in swimlane
440554,UNBO-700,Look into how we deal with the design develop branch ( https://design-develop-2.unileverstatic.com/planet-and-society/hub2/  )
440552,UNBO-699,Change clear filter on the our brands page to resemble the all new list and filter 
440549,UNBO-698,Change ordering on brand family filters on News and brands 
440520,UNBO-697,DACH site is missing country identifiers in brands section 
440483,UNBO-696,Review failing tests in `Static` repo
440482,UNBO-695,Update `Static` json data for migrated sites
440468,UNBO-693,Brand division list- Personal Care is not being pulled
440424,UNBO-692,First related brand sits higher then the rest
440402,UNBO-691,Media contacts section missing on hungary
440400,UNBO-690,Contact link and text missing on brand pages
440399,UNBO-689,Review for Automation - Tag list
440398,UNBO-688,Execute Front End Test Cases
440397,UNBO-687,Create Front End Test Cases
440386,UNBO-694,Greece brand profile showing a bug strip
440384,UNBO-686,fix QA failures
440360,UNBO-685,Update Snippet for Accessibility Contact Us Form
440346,UNBO-682,Unique CookieQ will need for DACH site
440345,UNBO-681,Brand page has social links component when there are no links
440344,UNBO-680,Brand listing page missing the background and image
440343,UNBO-679,QA https://qa-netlify.unilever.be has 15 404 pages in brands URL's
440273,UNBO-678,Message Block text does not read out as one paragraph
440262,UNBO-677,Investigate flaky modal test
440241,UNBO-676,"Look at adding Author, Read time & Publish date for pages and landing pages"
440240,UNBO-675,Output related standards
440239,UNBO-674,Output Author on standards
440238,UNBO-673,Create 4 body blocks for the standards
440219,UNBO-666,standards - standards list issue
440218,UNBO-665,Standards - releated links issue
440216,UNBO-664,Standards - Image issue
440161,UNBO-663,Update smoke test for QA with brands and EUDG
440160,UNBO-662,"Percy for Canada, North latin and Japan"
440087,UNBO-796,Brands Sections for countries on staging not reflecting properly
440086,UNBO-661,Review Cypress / Percy waiting for taking snapshots
440085,UNBO-660,Rework all the authentication code for multi language sites
440084,UNBO-659,Main navigation no using translated text
440029,UNBO-658,Keypoint becomes very narrow at certain breakpoints
440008,UNBO-657,Create Platform version of the test manual site
440006,UNBO-656,Disable unused workflows from running on schedule
440003,UNBO-655,Keypoint image is read as 'Clickable' by NVDA Screenreader
439950,UNBO-654,"Analytics test on Middle East, Singapore, Malaysia, Italy"
439930,UNBO-653,Repetition of readout when navigating AKA Brands with screenreader
439922,UNBO-652,Investigate table formatting of Cypress data has become messed up
439683,UNBO-651,Brands AKA component isn't scaling correctly for breakpoints and zoom
439624,UNBO-650,Automation Backup sub task
439623,UNBO-649,News article not using supplied video
439581,UNBO-648,Content changes for Canada sites 
439532,UNBO-635,Content change needed to the description list on the Thailand site in the EUDG section
439519,UNBO-634,Feature video not scaling to space
439514,UNBO-633,File and shareprice function errors
439513,UNBO-632,assets link and favicon 404
439512,UNBO-631,news feed 404
439511,UNBO-630,investor feed 404
439510,UNBO-629,autodiscover 404
439509,UNBO-628,akamai sureroute 404  
439508,UNBO-627,autodiscover 404
439507,UNBO-626,akamai sureroute 404
439491,UNBO-625,Sprint 11 automation tasks
439488,UNBO-624,AWS account issues
439485,UNBO-1382,Bold text font in intro field dominates normal texts
439429,UNBO-623,Feature component not full width on brand sites
439427,UNBO-622,Brands listing page search uses page content
439379,UNBO-621,Feature Title Banner Plumbing
439378,UNBO-620,Goal Summary Plumbing
439377,UNBO-619,Description List Plumbing 🌍
439370,UNBO-618,(Platform) review for automation - Country site Brands filter/listing
439368,UNBO-617,execute Front end tests - Country site Brands filter/listing
439367,UNBO-616,Create Front end tests - Country site Brands filter/listing
439300,UNBO-615,Amend related articles to allow press releases
439224,UNBO-614,Set up of standard site 
439208,UNBO-613,Review for autmation - Tabs
439207,UNBO-612,Execute Front end tests - Tabs
439206,UNBO-611,Create Front end tests - Tabs
439204,UNBO-610,Review for automation - Swimlane
439203,UNBO-609,Execute Front end tests - Swimlane
439202,UNBO-608,Create Front end tests - Swimlane
439200,UNBO-607,Review for automation - Keypanel
439199,UNBO-606,Execute Front end tests - Keypanel
439198,UNBO-605,Create Front end tests - Keypanel
439197,UNBO-604,review for automation - Message block
439196,UNBO-603,Execute Front end tests - Message block
439195,UNBO-602,Create Front end tests - Message block
439194,UNBO-601,Review for automation - Brand AKA
439193,UNBO-600,Execute Front end tests - Brand AKA
439192,UNBO-599,Create Front end tests - Brand AKA
439190,UNBO-598,Review for automation - Brand Title Banner
439189,UNBO-597,Execute Front end tests - Brand Title Banner
439188,UNBO-596,Create Front end tests - Brand Title Banner
439187,UNBO-595,review for automation - Language selector
439186,UNBO-594,Execute Front end tests - Language selector
439185,UNBO-593,Create Front end tests - Language selector
438953,UNBO-592,Update the response to the generatePage function if it renders a non existent page to 404
438936,UNBO-591,Enable the news and brands list and filter to surface the new Business groups 
438892,UNBO-589,pull quote displaying incorrectly
438890,UNBO-588,footnotes in the wrong order
438882,UNBO-587,Feature with video is not scaling
438872,UNBO-586,Greece - error page is not appearing correctly for news articles and press releases
438867,UNBO-684,Change Search Filters to behave as 'or' rather than 'and'
438836,UNBO-672,Review For Automation - Allow Press Release in Related Article
438835,UNBO-671,Execute Back End Test Cases
438834,UNBO-670,Create Back End Test Cases
438833,UNBO-669,Execute Front End Test Cases
438832,UNBO-668,Create Front End Test Cases
438658,UNBO-584,"Create a new page ""monitor.json"" for all sites on platform "
438650,UNBO-583,Focus does not move into the model - NVDA
438639,UNBO-582,Modal not opening with JS disabled (Safari)
438636,UNBO-581,Modal CTA missing arrow
438633,UNBO-580,Modal Icon placement changed
438571,UNBO-645,Get a list of redirects for the business reorg
438530,UNBO-579,Refactor smoke test
438528,UNBO-578,Create Percy for Hive
438527,UNBO-577,Percy runs for go live sites
438446,UNBO-576,Authored by text missing
438443,UNBO-575,"Enable greece, hong kong and Taiwan to view the brand content in QA"
438442,UNBO-643,Review For Automation - Enable the news and brands list and filter to surface the new Business groups 
438441,UNBO-642,Execute Front End Test Cases
438440,UNBO-574,Listing plumbing
438439,UNBO-641,Create Front End Test Cases
438379,UNBO-573,Tech Debt: Refactor RowBlock schema and processor
438284,UNBO-572,upgrade Cypress V10
438239,UNBO-640,Enable the news and brands list and filter to surface the new Business groups 
438144,UNBO-569,Baseline Percy for live and QA sites
438143,UNBO-568,Migrate test for Filters
438139,UNBO-567,Standards - List and filter: Download all standards in CSV
438138,UNBO-566,Standards - Single sign on
438137,UNBO-565,Standards - List and filter
438042,UNBO-570,Pdfs not working on Platform country websites
437767,UNBO-1691,.COM & Corporate sites - (NEW) (P3) All form labels should have a 'alt' attribute
437746,UNBO-564,Alternative Oils add script to generate the json before running the test
437744,UNBO-563,Sprint X automation tasks
437673,UNBO-638,Image inside of statement component causes a rebuild fail
437660,UNBO-562,Sprint 10 automation tasks
437611,UNBO-561,callout card not float right
437575,UNBO-560,Case study title issue
437574,UNBO-559,Author Profiles missing
437573,UNBO-558,Standfirst intro paragraph not bold
437566,UNBO-557,Unilever Middle East missing image
437536,UNBO-637,Cookie and privacy notice text issues
437532,UNBO-556,Brand filter migration test
437437,UNBO-555,Expand json production dataset with publications 'country'
437286,UNBO-554,Look at Publishing model
437194,UNBO-553,Add QA/Stage smoke test for Location Selector = true for Taiwan
437154,UNBO-1425,Case studies are not recognizing Subscript text
437127,UNBO-552,Add wait for all search filters before taking Percy snapshot
437095,UNBO-551,Review the .skip() tests
437049,UNBO-646,Onetrust updates and fixes
437040,UNBO-550,Promo list not central in the israel site
437038,UNBO-549,Search results not loading
436950,UNBO-548,Search filters loading at different speeds causing interaction/ux issue
436945,UNBO-547,qa.unilever.co.il is not pointing to qa-netlify.unilever.co.il
436813,UNBO-546,News Landing page missing Press releases hero Card
436811,UNBO-545,Change location button on Taiwan
436810,UNBO-544,Mobile breadcrumb showing the child arrow when not applicable
436808,UNBO-543,Israel using wrong quote variant
436807,UNBO-542,Israel Homepage wrong hero search
436633,UNBO-541,This is a test ticket raised from Netlify draw
436618,UNBO-540,Statement image not square
436570,UNBO-538,Generate Percy comparison builds for sprint 9 releases
436568,UNBO-537,Merge stage smoke test in QA design
436361,UNBO-536,Review for automation - Case Study
436360,UNBO-535,execute front end tests - Case Study
436359,UNBO-534,Verify and migrate front end tests - Case Study
436357,UNBO-533,Review for automation - Modal
436356,UNBO-532,Execute Front end tests - Modal
436355,UNBO-531,Create Front end tests - Modal
436339,UNBO-530,Add test for news filter
436280,UNBO-529,UnileverShilling font is not being passed into Percy due to authentication failure
436234,UNBO-526,Sprint 9 automation tasks
436231,UNBO-528,Platform- Media contacts section missing
436230,UNBO-527, Platform- News landing page missing text
436222,UNBO-525,Remove Cookie Settings button from Percy
436215,UNBO-524,Percy baseline new 3 sites gone live
436166,UNBO-523,"Test analytics for Poland, Magreb and Romania on live"
436159,UNBO-522,Part 2 modify workflow to use release hook as parameter for main and preprod
436158,UNBO-521,Investigate Percy Stage Korea error
436145,UNBO-520,Investigate Percy issues in dynamic generated sites
436133,UNBO-519,Breadcrumb mobile behaviour changed
436132,UNBO-518,Inline heading links insufficient contrast
436131,UNBO-517,QA romania missing an image present on live
436104,UNBO-516,Update QA smoke test
436080,UNBO-515,Update QA sites smoke test to match updated json structure
436012,UNBO-647,Rotate the api keys for search user
435801,UNBO-514,Redesign QA json of test publication data
435796,UNBO-513,platform site search results not displaying keyword results
435792,UNBO-512,Press release listing pull through far too much page content
435789,UNBO-511,Update the ENV variables for vendors
435780,UNBO-510,Include search in QA and Stage smoke tests
435702,UNBO-509,Create foundation of NewRelic dashboard for Platform
435697,UNBO-508,Modify web corp workflow to env release type as a parameter to select tests to run
435695,UNBO-507,Tag integration tests with @smoke for running in PR's
435496,UNBO-506,Poland - Serializer missing for section
435488,UNBO-505,Resolve issues identified in the netlify logs
435391,UNBO-504,Add integration tests for /news/ i.e. date filtering
435373,UNBO-503,Update the routing of a sub site (i.e. https://www.unilever.be/fr/)
435334,UNBO-502,Analytics Korea - missing events
435280,UNBO-501,Review for automation - row block
435279,UNBO-500,Execute Front end tests - Row Block
435278,UNBO-499,Create Front end tests - Row Block
435277,UNBO-498,review for automation - Signpost
435276,UNBO-497,Execute Front end tests - Signpost
435275,UNBO-496,Create Front end tests - Signpost
435274,UNBO-495,review for automation - Press and Media Card
435273,UNBO-494,Execute Front end tests - Press and media card
435272,UNBO-493,Create Front end tests - Press and media card
435270,UNBO-492,Review for automation - listicle
435269,UNBO-491,Execute Front end tests - Listicle
435268,UNBO-490,Create Front end tests - Listicle
435266,UNBO-489,Review for automation - Brand page template
435265,UNBO-488,Execute Front end tests - Brand page template
435264,UNBO-487,Create Front end tests - Brand page template
435146,UNBO-485,Percy baseline Prod and Stage Korea
435121,UNBO-484,Add environment variable for stage mode for Korea 
435099,UNBO-483,Review for automation - Text Block
435098,UNBO-482,Execute Front end tests - Text Block
435097,UNBO-481,Create Front end tests - Text Block
435096,UNBO-480,review for automation - feature
435095,UNBO-479,Execute Front end tests - Feature
435094,UNBO-478,Create Front end tests - Feature
435093,UNBO-477,review for automation - Statement
435092,UNBO-476,Execute Front end tests - Statement
435091,UNBO-475,Create Front end tests - Statement
435088,UNBO-474,Review for automation - Press release page template
435087,UNBO-473,Execute Front end tests - Press release page template
435086,UNBO-472,Create Front end tests - Press release page template
435085,UNBO-471,Review for automation - table
435084,UNBO-470,Execute Front end tests - Table
435083,UNBO-469,Create Front end tests - Table
435078,UNBO-468,Search results styling changed to grey boxes
434964,UNBO-467,Migrate over QA Sites regression workflow
434955,UNBO-466,Run Percy comparision: Picasso-UOL-CORP-Stage-Korea-vs-WWW-Korea
434853,UNBO-465,Search - Skip to results missing
434790,UNBO-585,Pages hidden from navigation dont work with preview
434789,UNBO-464,"Investigate `Keyboard navigation ""${domain.site}"" in connect with us` test crashing in CI"
434788,UNBO-463,Search filters appears above other content
434783,UNBO-462,Search using wrong resource
434765,UNBO-461,Shorten locations list checked using index
434763,UNBO-460,Unilever Online Vendors 
434721,UNBO-459,Date on search filter not showing current year.
434711,UNBO-458,Platform .com search filters display incorrectly
434704,UNBO-457,Move /fixtures/localisation.json data into /fixtures/domains-corporate.json
434699,UNBO-456,Config all tests to use 2nd Before each for isMobile() code
434698,UNBO-455,Korea News Page text missing
434696,UNBO-454,Search page and News search URL does not update to contain search term
434695,UNBO-453,Search Page content is full width
434694,UNBO-452,Search page missing breadcrumb
434629,UNBO-451,location selector image broken
434549,UNBO-450,Search Analytics - Korea
434545,UNBO-449,Enhance QA sites regression test as now using Prod dataset
434420,UNBO-448,Revisit documentation on story book
434408,UNBO-447,Move QA Sites over to Platform Codebase 
434406,UNBO-446,Run Visual Regression against Candidate Sites
434339,UNBO-445,Location selector: focus states only partially show
434335,UNBO-444,Sprint 8 automation tasks
434134,UNBO-443,Add QA Korea site to fixtures json and baseline in Percy
434013,UNBO-1424,Ordered list with lowercase featured option not working
433963,UNBO-442,Update the Korea QA site to use Platform against the production dataset
433961,UNBO-441,Investigate Percy footer images slow loading
433843,UNBO-1423,Still a lot of press releases using the old image in production
433842,UNBO-1422,Image preview should be large as per brand component
433841,UNBO-1421,Image preview no longer works in list view
433712,UNBO-1426,Bold text not working on Greece brands
433613,UNBO-1420,UK URL rendering with Google Analytics Parameters if visited from COM Country Selector
433597,UNBO-440,Update OneTrust on unilever-online-vendors repository
433576,UNBO-439,Add security headers for Korea 
433575,UNBO-438,"Record bench mark build time, site speed and page weight"
433574,UNBO-437,Add platform environment variable to Korea staging and live sites
433573,UNBO-436,Create robots.txt file 
433572,UNBO-435,Enable redirect on platform 
433159,UNBO-434,Implement cy.origin() for external links
433009,UNBO-432,Remove the restriction on Cypress version
432966,UNBO-431,Search Frontend
432919,UNBO-843,Homepage Redesign/Reorg
432918,UNBO-827,Alternative 'no results' page
432916,UNBO-844,Best bets (Trad/Scre/Kbo)
432915,UNBO-826,Adding Synonyms and Abbreviations to Search
432806,UNBO-430,Test analytics for Korea 
432695,UNBO-429,Sprint 7 automation tasks
430335,UNBO-428,Create a tabToSummaryElement() for accordion keyboard testing support
430191,UNBO-427,Migrate images from press release to new solution 
430189,UNBO-426,Contact Form Component - Full
430185,UNBO-425,Change selectors for Percy
430137,UNBO-424,Investigate re-introducing parallel int test running
429912,UNBO-1383,Enable H2 to become H1
429868,UNBO-423,unskip test for Body block
429574,UNBO-422,unskip test for Axe
429566,UNBO-421,Add Percy test to PR checks
429556,UNBO-420,Unable to navigate to accordion via keyboard navigation
429267,UNBO-419,Remove old code handling section by section U.com migration
429145,UNBO-418,Brand Filters TRAD-SCRE-KBO
429071,UNBO-417,Review for Automation - Korea Contact form component
429070,UNBO-416,Execute front end tests - Contact form component
429069,UNBO-415,Create front end tests - Contact form component
428980,UNBO-414,heading colour has changed from live
428978,UNBO-412,Card line spacing is not the same on platform to live
428977,UNBO-411,Korea Date format
428976,UNBO-410,Media Banner font issue on Korea
428974,UNBO-409,Stat grid breakpoints does not appear to match live
428973,UNBO-408,Images rendering out as full resolution not 16:9
428942,UNBO-407,Unskip test for infobox
428928,UNBO-406,Sprint 6 automation tasks
428857,UNBO-405,Sustainability Analysis
428851,UNBO-404,News article does not pull translated resources - publish date and read time
428844,UNBO-403,Update @percy/cli to latest version
428822,UNBO-402,Internal links not working in Infobox 
428764,UNBO-703,Footnotes in stat grid are not superscript
428746,UNBO-644,Download promos - move file type and size
428744,UNBO-667,Allow press releases to be included in related articles component
428732,UNBO-401,Contact Us Spike
428731,UNBO-400,Environments Spike
428729,UNBO-399,Brand Goal Plumbing 🚰 🌍
428726,UNBO-398,Goal Plumbing 🚰 🌍
428725,UNBO-397,Case Study Plumbing 🚰
428545,UNBO-396,Accessibility violation is seen in View the site in English
428418,UNBO-1311,Execute Back End Test Cases
428416,UNBO-1310,Create Back End Test Cases
428415,UNBO-1309,Execute Front End Test Cases
428414,UNBO-1308,Create Front End Test Cases
428413,UNBO-1307,Review for automation
428339,UNBO-395,Configure sitemap to replace Auto Pub URLs for localhost URLs (Required for Accessibility tests)
428337,UNBO-394,Footnotes missing the aria labels
428336,UNBO-393,Add Automation Publication /fr to Basic Auth sites list
428332,UNBO-392,Keypoint TRAD-SCRE-KBO
428327,UNBO-391,Redesign workflow for non functional tests
428322,UNBO-390,Body block is missing in Our company page
428205,UNBO-389,Korea Breadcrumb not fully translated
428028,UNBO-388,Stat hero variation not appearing as white on blue
427992,UNBO-387,Add stage smoke test 
427903,UNBO-386,Improve the test tagging run experience 
427891,UNBO-385,Ensure search will return results in localhost smoke tests
427889,UNBO-384,Ensure Russia .ru is added to corporate domains json and include in Stage smoke tests
427888,UNBO-383,Add Stage smoke test pack structure
427883,UNBO-382,Set up Environments
427882,UNBO-381,Set up Analytics 
427879,UNBO-380,Remove Share Links from Russia
427820,UNBO-379,Migrate Axe checker script
427819,UNBO-378,Migrate 404 error checker script
427818,UNBO-377,Configure Percy https://uol-prod versus https://uol-prod daily / after each release
427817,UNBO-376,Configure Percy baseline www versus https://uol-prod
427816,UNBO-375,Update package versions of: node-fetch and fetch-cookie 
427814,UNBO-374,Stat - Axe issue
427810,UNBO-373,Review for automation - Press and news search
427809,UNBO-372,Execute front end tests - Press and news search
427808,UNBO-371,Create front end tests - Press and news search
427806,UNBO-370,Review for automation - Search Filters
427805,UNBO-369,Execute Front end tests - Search Filters
427804,UNBO-368,Create Front end tests - Search Filters
427803,UNBO-367,Review for Automation - Info Box
427802,UNBO-366,Execute Front end tests - Info Box
427801,UNBO-365,Create Front end tests - Info Box
427800,UNBO-364,Review for automation - Location Selector
427799,UNBO-363,Execute Front end tests - Location Selector
427798,UNBO-362,Create Front end tests - Location Selector
427796,UNBO-361,Stat - No image alt text
427795,UNBO-360,Review for Automation - Callout Card
427793,UNBO-359,Execute Front End Tests - Callout Card
427792,UNBO-358,Create Front End Tests - Callout Card
427788,UNBO-357,cypress version
427765,UNBO-356,Add QA smoke test pack structure
427749,UNBO-355,Configure Slack notifications for Percy into #uol-test-automation
427627,UNBO-354,Stat grid images poor iphone Voiceover experiance 
427548,UNBO-353,Brand Divisions Skeleton Page plumbing ticket
427547,UNBO-352,Brand Search Skeleton Page
427546,UNBO-351,Brand Page Plumbing Skeleton
427535,UNBO-350,Sprint 5 automation tasks
427391,UNBO-349,Replace console logging with consola
427282,UNBO-348,Review for automation - Editorial Title Banner
427281,UNBO-347,Execute Front end tests - Editorial Title Banner
427280,UNBO-346,Create Front end tests - Editorial Title Banner
427265,UNBO-345,Editorial Title Banner TRAD-SCRE-KBO
427247,UNBO-344,CDN env var disabled vs enabled test to see if there is a difference in content changes returned
426939,UNBO-343,create workflow for Percy
426893,UNBO-342,add test for skip to content
426882,UNBO-1305,Please remove links from the share section for Russia
426854,UNBO-341,"Promoted content link takes me to a ""page not found"""
426801,UNBO-340,Timeline Promo TRAD-SCRE-KBO
426800,UNBO-339,Wire up test and CI workflow for visual comparison tests
426763,UNBO-338,News/Press Prerendered Search Pages
426709,UNBO-337,Newsfeed component missing press image
426708,UNBO-336,Share page bar - social media links - screenreader is flooded with confusing information and text
426707,UNBO-335,Page Share focus state is not colour contrast compliant
426667,UNBO-334,Frontend search services
426612,UNBO-333,Page share breakpoint issue
426603,UNBO-332,skip to content is not visible in keyboard Navigation to section component
426595,UNBO-331,review for automation - Newsfeed
426594,UNBO-330,Execute Back end tests - Newsfeed Component
426593,UNBO-329,Create Back end tests - Newsfeed Component
426592,UNBO-328,Newsfeed component missing summary
426425,UNBO-327,Migrate over Percy configuration code
426360,UNBO-326,Investigate Cypress verison keeps incrementing
426341,UNBO-325,Newsfeed TRAD-SCRE-KBO
426339,UNBO-324,Brand Filters TRAD-SCRE-KBO
426338,UNBO-323,Press Release Filters TRAD-SCRE-KBO
426337,UNBO-322,Search Filters TRAD-SCRE-KBO
426297,UNBO-321,review for automation - Flourish logo
426295,UNBO-320,Execute Front end tests - Flourish Logo
426294,UNBO-319,Create Front end tests - Flourish Logo
426279,UNBO-318,Review for automation - News Article
426278,UNBO-317,Execute Front end tests - News Article
426277,UNBO-316,Create Front end tests - News Article
426273,UNBO-315,review for automation - Pull Quote
426272,UNBO-314,Execute Front end tests - Pull Quote
426270,UNBO-313,Create Front end tests - Pull Quote
426269,UNBO-312,Review for Automation - Read Time
426268,UNBO-311,Execute Front end tests - Read time
426267,UNBO-310,Create Front end tests - Read time
426264,UNBO-309,review for automation - Hero Search
426263,UNBO-308,Execute Front end tests - Hero Search
426262,UNBO-307,Create Front end tests - Hero Search
426258,UNBO-306,review for automation - Accordion
426256,UNBO-305,Execute Front end tests - Accordion
426255,UNBO-304,Create Front end tests - Accordion
426250,UNBO-303,Review for automation- Stat
426249,UNBO-302,Execute Front end tests - stat
426248,UNBO-301,Create Front end tests - stat
426241,UNBO-300,Review for automation - link list
426240,UNBO-299,Execute front end tests - link list
426238,UNBO-298,create front end tests - link list
426227,UNBO-297,UOL component - back to top
426167,UNBO-296,Back to top does not work on voiceover for iPhone
426165,UNBO-295,Back to top button is after the footer in the read order and not before it.
426161,UNBO-294,Add sitemap.xml
426138,UNBO-293,"Set ""video:false"" as default in GH Actions to reduce int test run time"
426127,UNBO-292,UOL component - Onwards Journey
426120,UNBO-291,Sprint 4 automation tasks
426076,UNBO-290,Integration
425992,UNBO-289,Add prefix 'component-' to test tags
425968,UNBO-288,Add accessibility tools and tests
425958,UNBO-1306,Make XBRL version of ARA report available
425916,UNBO-287,No keyboard focus states with JS disabled
425868,UNBO-286,Some Images get corrupted on promo lists
425633,UNBO-1472,Review For Automation
425632,UNBO-1471,Execute Back End Test Cases
425631,UNBO-1469,Execute Front End Test Cases
425630,UNBO-1470,Create Back End Test Cases
425629,UNBO-1468,Create Front End Test Cases
425612,UNBO-1303,Review for Automation
425611,UNBO-1302,Execute Back End Test Cases
425610,UNBO-1300,Execute Front End Test Cases
425609,UNBO-1301,Create Back End Test Cases
425608,UNBO-1299,Create Front End Test Cases
425560,UNBO-285,Unit tests for processors
425531,UNBO-284,Update processing to display information based on Brand Division
425530,UNBO-283,Flourish Logo TRAD-SCRE-KBO
425529,UNBO-282,Initiative Tag TRAD-SCRE-KBO 🌍
425527,UNBO-281,Deep Linking Accordion TRAD-SCRE-KBO 🌍
425526,UNBO-280,Social Media Block TRAD-SCRE-KBO 🌍
425524,UNBO-279,External Links in the navigation 🌍
425523,UNBO-278,Goal Progress Box TRAD-SCRE-KBO
425522,UNBO-277,Leaders Swimlane (Card Only) TRAD-SCRE-KBO 🌍
425381,UNBO-1117,Delete / Remove the following S3 buckets from our AWS account. 
425323,UNBO-276,Brand Division List TRAD-SCRE-KBO 🌍
425322,UNBO-275,Tag List TRAD-SCRE-KBO
425321,UNBO-274,Business Group Page Template TRAD-SCRE-KBO 🌍
425319,UNBO-273,Latest Results TRAD-SCRE-KBO
425317,UNBO-272,Quick Links TRAD-SCRE-KBO 🚰 🌍
425315,UNBO-1419,Some QA Sites not previewing properly
425290,UNBO-271,Body Block Processing
425217,UNBO-270,Swimlane TRAD-SCRE-KBO
425206,UNBO-269,Footnote processing
425205,UNBO-268,Recursive body block processing
425181,UNBO-267,Share Price TRAD-SCRE-KBO
425179,UNBO-266,Disclaimer Page Template TRAD-SCRE-KBO 🌍
425177,UNBO-265,Table TRAD-SCRE-KBO
425163,UNBO-264,Review for automation - footnote
425162,UNBO-263,Execute Front end tests - footnote
425161,UNBO-262,Create Front end tests - footnote
425159,UNBO-261,Improve Slack notifications for Integration test results
425158,UNBO-260,Sprint 3 automation tasks
425153,UNBO-259,Review for automation - page share
425152,UNBO-258,execute Front end tests - page share
425151,UNBO-257,Create Front end tests - page share
425148,UNBO-256,News Topic Page Template TRAD-SCRE-KBO 🌍
425146,UNBO-255,Review for automation - back to top
425145,UNBO-254,Execute Front end tests - back to top
425144,UNBO-253,Create Front end tests - back to top
425143,UNBO-252,Initiative Page TRAD-SCRE-KBO 🌍
425138,UNBO-251,Review for automation - Breadcrumb
425137,UNBO-250,Execute Front end tests - breadcrumb
425136,UNBO-249,Create Front end tests - breadcrumb
425133,UNBO-248,Review for automation - stat grid
425132,UNBO-247,Execute Front end tests - stat grid
425131,UNBO-246,Create Front end tests - stat grid
425126,UNBO-245,Review for automation - Media Strip
425125,UNBO-244,Execute Front end tests - media strip
425123,UNBO-243,Create Front end tests - media strip
425120,UNBO-242,Review for automation - Onwards Journey
425118,UNBO-241,Execute Front end tests - Onwards Journey
425117,UNBO-240,Create Front end tests - Onwards Journey
425114,UNBO-239,Review for automation - Promoted Content
425111,UNBO-238,Execute Front end tests - Promoted content
425110,UNBO-237,Create Front end tests - Promoted content
425109,UNBO-787,Review for Automation - Change Take Action card colour
425106,UNBO-236,review for automation - Promo List
425103,UNBO-235,Execute Front end tests - Promo List
425102,UNBO-234,Create Front end tests - Promo List
425027,UNBO-233,Add mochawesome to the tool stack for higher level reporting
425016,UNBO-232,UOL component - Body block
425014,UNBO-231,UOL component - Section
425013,UNBO-230,UOL component - Card
425012,UNBO-229,"No button available on RTL option for ""FormGroup"" primitive"
424950,UNBO-228,Cannot focus on the whole promo card as one
424946,UNBO-227,Add array to pick desktop and mobile run in same test
424935,UNBO-226,No Focus state on links inside the card when variant set to invert
424910,UNBO-225,Platform automation backlog tasks
424857,UNBO-224,Tabs TRAD-SCRE-KBO
424856,UNBO-223,Investor Listing Item 
424855,UNBO-222,Investor Listing TRAD-SCRE-KBO
424854,UNBO-221,Investor Listing TRAD-SCRE-KBO
424853,UNBO-220,Legacy Content
424852,UNBO-219,Brand Page Template
424851,UNBO-218,Brand Title Banner TRAD-SCRE-KBO
424850,UNBO-217,News Topic Title Banner TRAD-SCRE-KBO 🌍
424843,UNBO-786,Execute Back End Test Cases - New Initiative Label
424842,UNBO-785,Create Back End Test Cases - New Initiative Label
424811,UNBO-216,Running Cypress in parallel
424619,UNBO-1690,Section: Colour contrast check fails on variant 6b
424618,UNBO-214,Section: NVDA reads the title when showTitle is false
424574,UNBO-213,storybook - Bodyblock does not support lists
424549,UNBO-212,Implement Cypress test tagging
424514,UNBO-211,Message Block TRAD-SCRE-KBO
424513,UNBO-210,Press and Media Title Banner TRAD-SCRE-KBO
424512,UNBO-209,Brand Purpose TRAD-SCRE-KBO 🌍
424511,UNBO-208,Brand Gallery TRAD-SCRE-KBO
424510,UNBO-207,Brand AKA TRAD-SCRE-KBO
424509,UNBO-206,Modal TRAD-SCRE-KBO
424505,UNBO-784,Test Analysis 
424344,UNBO-205,Begin updating README in root Cypress
424343,UNBO-204,Add initial UI tests to allow e2e testing
424323,UNBO-1689,Leader's Swimlane - Leader's Profile link does not pull through their name
424321,UNBO-202,FormTextarea: NVDA does not read out when the form has an invalid entry
424275,UNBO-201,Data mapping from Sanity - Title Banner
424222,UNBO-1688,Leader's Swimlane - Margins and padding don't match the Demo page
424212,UNBO-200,Delete me
424179,UNBO-199,Execute Storybook tests
424176,UNBO-198,Create Storybook tests
424062,UNBO-197,Add simple GH workflow to trigger CI test runs
424016,UNBO-196,Import commom custom commands from root Cypress
423987,UNBO-195,Signpost TRAD-SCRE-KBO
